suicides,age,period,cohort,sex,country
318,30,1995,1965,female,Brazil
347,20,1995,1975,female,Brazil
38,10,1995,1985,male,Brazil
36,10,1995,1985,female,Brazil
176,75,1996,1921,male,Brazil
798,64,1996,1932,male,Brazil
1827,44,1996,1952,male,Brazil
1265,30,1996,1966,male,Brazil
1164,20,1996,1976,male,Brazil
52,75,1996,1921,female,Brazil
202,64,1996,1932,female,Brazil
448,44,1996,1952,female,Brazil
347,20,1996,1976,female,Brazil
299,30,1996,1966,female,Brazil
70,10,1996,1986,male,Brazil
50,10,1996,1986,female,Brazil
219,75,1997,1922,male,Brazil
895,64,1997,1933,male,Brazil
1856,44,1997,1953,male,Brazil
1349,30,1997,1967,male,Brazil
1102,20,1997,1977,male,Brazil
44,75,1997,1922,female,Brazil
507,44,1997,1953,female,Brazil
202,64,1997,1933,female,Brazil
282,30,1997,1967,female,Brazil
327,20,1997,1977,female,Brazil
55,10,1997,1987,female,Brazil
53,10,1997,1987,male,Brazil
217,75,1998,1923,male,Brazil
931,64,1998,1934,male,Brazil
1902,44,1998,1954,male,Brazil
1288,30,1998,1968,male,Brazil
1089,20,1998,1978,male,Brazil
55,75,1998,1923,female,Brazil
197,64,1998,1934,female,Brazil
458,44,1998,1954,female,Brazil
324,30,1998,1968,female,Brazil
364,20,1998,1978,female,Brazil
50,10,1998,1988,male,Brazil
47,10,1998,1988,female,Brazil
214,75,1999,1924,male,Brazil
818,64,1999,1935,male,Brazil
1897,44,1999,1955,male,Brazil
1199,30,1999,1969,male,Brazil
1103,20,1999,1979,male,Brazil
188,64,1999,1935,female,Brazil
426,44,1999,1955,female,Brazil
35,75,1999,1924,female,Brazil
259,30,1999,1969,female,Brazil
281,20,1999,1979,female,Brazil
50,10,1999,1989,male,Brazil
37,10,1999,1989,female,Brazil
215,75,2000,1925,male,Brazil
900,64,2000,1936,male,Brazil
1989,44,2000,1956,male,Brazil
1200,30,2000,1970,male,Brazil
1037,20,2000,1980,male,Brazil
45,75,2000,1925,female,Brazil
220,64,2000,1936,female,Brazil
456,44,2000,1956,female,Brazil
345,20,2000,1980,female,Brazil
271,30,2000,1970,female,Brazil
43,10,2000,1990,female,Brazil
42,10,2000,1990,male,Brazil
244,75,2001,1926,male,Brazil
964,64,2001,1937,male,Brazil
2227,44,2001,1957,male,Brazil
1398,30,2001,1971,male,Brazil
1262,20,2001,1981,male,Brazil
578,44,2001,1957,female,Brazil
206,64,2001,1937,female,Brazil
393,20,2001,1981,female,Brazil
41,75,2001,1926,female,Brazil
286,30,2001,1971,female,Brazil
58,10,2001,1991,male,Brazil
53,10,2001,1991,female,Brazil
219,75,2002,1927,male,Brazil
937,64,2002,1938,male,Brazil
2178,44,2002,1958,male,Brazil
1388,30,2002,1972,male,Brazil
1226,20,2002,1982,male,Brazil
62,75,2002,1927,female,Brazil
607,44,2002,1958,female,Brazil
225,64,2002,1938,female,Brazil
411,20,2002,1982,female,Brazil
334,30,2002,1972,female,Brazil
55,10,2002,1992,female,Brazil
55,10,2002,1992,male,Brazil
220,75,2003,1928,male,Brazil
1002,64,2003,1939,male,Brazil
2299,44,2003,1959,male,Brazil
1394,30,2003,1973,male,Brazil
1259,20,2003,1983,male,Brazil
559,44,2003,1959,female,Brazil
51,75,2003,1928,female,Brazil
413,20,2003,1983,female,Brazil
212,64,2003,1939,female,Brazil
325,30,2003,1973,female,Brazil
60,10,2003,1993,male,Brazil
45,10,2003,1993,female,Brazil
270,75,2004,1929,male,Brazil
994,64,2004,1940,male,Brazil
2230,44,2004,1960,male,Brazil
1475,30,2004,1974,male,Brazil
1275,20,2004,1984,male,Brazil
606,44,2004,1960,female,Brazil
237,64,2004,1940,female,Brazil
51,75,2004,1929,female,Brazil
403,20,2004,1984,female,Brazil
347,30,2004,1974,female,Brazil
59,10,2004,1994,female,Brazil
48,10,2004,1994,male,Brazil
297,75,2005,1930,male,Brazil
1175,64,2005,1941,male,Brazil
2490,44,2005,1961,male,Brazil
1464,30,2005,1975,male,Brazil
1247,20,2005,1985,male,Brazil
664,44,2005,1961,female,Brazil
259,64,2005,1941,female,Brazil
369,30,2005,1975,female,Brazil
405,20,2005,1985,female,Brazil
53,75,2005,1930,female,Brazil
54,10,2005,1995,female,Brazil
52,10,2005,1995,male,Brazil
275,75,2006,1931,male,Brazil
1112,64,2006,1942,male,Brazil
2536,44,2006,1962,male,Brazil
1537,30,2006,1976,male,Brazil
1293,20,2006,1986,male,Brazil
708,44,2006,1962,female,Brazil
265,64,2006,1942,female,Brazil
387,20,2006,1986,female,Brazil
333,30,2006,1976,female,Brazil
47,75,2006,1931,female,Brazil
64,10,2006,1996,male,Brazil
61,10,2006,1996,female,Brazil
305,75,2007,1932,male,Brazil
1220,64,2007,1943,male,Brazil
2516,44,2007,1963,male,Brazil
1609,30,2007,1977,male,Brazil
1267,20,2007,1987,male,Brazil
723,44,2007,1963,female,Brazil
275,64,2007,1943,female,Brazil
392,30,2007,1977,female,Brazil
379,20,2007,1987,female,Brazil
51,75,2007,1932,female,Brazil
67,10,2007,1997,male,Brazil
51,10,2007,1997,female,Brazil
318,75,2008,1933,male,Brazil
1204,64,2008,1944,male,Brazil
2608,44,2008,1964,male,Brazil
1706,30,2008,1978,male,Brazil
1375,20,2008,1988,male,Brazil
745,44,2008,1964,female,Brazil
309,64,2008,1944,female,Brazil
398,20,2008,1988,female,Brazil
365,30,2008,1978,female,Brazil
52,75,2008,1933,female,Brazil
55,10,2008,1998,male,Brazil
49,10,2008,1998,female,Brazil
295,75,2009,1934,male,Brazil
1271,64,2009,1945,male,Brazil
2737,44,2009,1965,male,Brazil
1838,30,2009,1979,male,Brazil
1270,20,2009,1989,male,Brazil
768,44,2009,1965,female,Brazil
301,64,2009,1945,female,Brazil
351,30,2009,1979,female,Brazil
58,75,2009,1934,female,Brazil
343,20,2009,1989,female,Brazil
62,10,2009,1999,male,Brazil
52,10,2009,1999,female,Brazil
358,75,2010,1935,male,Brazil
1236,64,2010,1946,male,Brazil
1832,30,2010,1980,male,Brazil
2586,44,2010,1966,male,Brazil
1288,20,2010,1990,male,Brazil
835,44,2010,1966,female,Brazil
339,64,2010,1946,female,Brazil
79,75,2010,1935,female,Brazil
404,30,2010,1980,female,Brazil
368,20,2010,1990,female,Brazil
56,10,2010,2000,male,Brazil
48,10,2010,2000,female,Brazil
352,75,2011,1936,male,Brazil
1323,64,2011,1947,male,Brazil
1907,30,2011,1981,male,Brazil
2754,44,2011,1967,male,Brazil
1335,20,2011,1991,male,Brazil
805,44,2011,1967,female,Brazil
352,64,2011,1947,female,Brazil
413,20,2011,1991,female,Brazil
400,30,2011,1981,female,Brazil
71,75,2011,1936,female,Brazil
63,10,2011,2001,male,Brazil
47,10,2011,2001,female,Brazil
376,75,2012,1937,male,Brazil
1458,64,2012,1948,male,Brazil
2885,44,2012,1968,male,Brazil
1930,30,2012,1982,male,Brazil
1313,20,2012,1992,male,Brazil
877,44,2012,1968,female,Brazil
418,64,2012,1948,female,Brazil
455,30,2012,1982,female,Brazil
80,75,2012,1937,female,Brazil
383,20,2012,1992,female,Brazil
79,10,2012,2002,male,Brazil
41,10,2012,2002,female,Brazil
370,75,2013,1938,male,Brazil
1474,64,2013,1949,male,Brazil
3053,44,2013,1969,male,Brazil
2004,30,2013,1983,male,Brazil
1317,20,2013,1993,male,Brazil
897,44,2013,1969,female,Brazil
433,64,2013,1949,female,Brazil
88,75,2013,1938,female,Brazil
393,30,2013,1983,female,Brazil
362,20,2013,1993,female,Brazil
72,10,2013,2003,male,Brazil
50,10,2013,2003,female,Brazil
390,75,2014,1939,male,Brazil
1534,64,2014,1950,male,Brazil
3050,44,2014,1970,male,Brazil
1982,30,2014,1984,male,Brazil
1358,20,2014,1994,male,Brazil
871,44,2014,1970,female,Brazil
389,64,2014,1950,female,Brazil
457,30,2014,1984,female,Brazil
83,75,2014,1939,female,Brazil
371,20,2014,1994,female,Brazil
84,10,2014,2004,male,Brazil
62,10,2014,2004,female,Brazil
470,75,2015,1940,male,Brazil
1693,64,2015,1951,male,Brazil
3238,44,2015,1971,male,Brazil
1897,30,2015,1985,male,Brazil
1389,20,2015,1995,male,Brazil
910,44,2015,1971,female,Brazil
479,64,2015,1951,female,Brazil
466,30,2015,1985,female,Brazil
89,75,2015,1940,female,Brazil
397,20,2015,1995,female,Brazil
79,10,2015,2005,male,Brazil
56,10,2015,2005,female,Brazil
218,75,1985,1910,male,Bulgaria
94,75,1985,1910,female,Bulgaria
345,64,1985,1921,male,Bulgaria
278,44,1985,1941,male,Bulgaria
168,64,1985,1921,female,Bulgaria
105,30,1985,1955,male,Bulgaria
77,20,1985,1965,male,Bulgaria
91,44,1985,1941,female,Bulgaria
36,30,1985,1955,female,Bulgaria
31,20,1985,1965,female,Bulgaria
11,10,1985,1975,male,Bulgaria
2,10,1985,1975,female,Bulgaria
172,75,1986,1911,male,Bulgaria
96,75,1986,1911,female,Bulgaria
314,64,1986,1922,male,Bulgaria
290,44,1986,1942,male,Bulgaria
123,30,1986,1956,male,Bulgaria
184,64,1986,1922,female,Bulgaria
64,20,1986,1966,male,Bulgaria
92,44,1986,1942,female,Bulgaria
38,20,1986,1966,female,Bulgaria
20,30,1986,1956,female,Bulgaria
12,10,1986,1976,male,Bulgaria
3,10,1986,1976,female,Bulgaria
228,75,1987,1912,male,Bulgaria
101,75,1987,1912,female,Bulgaria
346,64,1987,1923,male,Bulgaria
283,44,1987,1943,male,Bulgaria
177,64,1987,1923,female,Bulgaria
110,30,1987,1957,male,Bulgaria
81,20,1987,1967,male,Bulgaria
81,44,1987,1943,female,Bulgaria
35,20,1987,1967,female,Bulgaria
28,30,1987,1957,female,Bulgaria
15,10,1987,1977,male,Bulgaria
7,10,1987,1977,female,Bulgaria
204,75,1988,1913,male,Bulgaria
102,75,1988,1913,female,Bulgaria
345,64,1988,1924,male,Bulgaria
278,44,1988,1944,male,Bulgaria
165,64,1988,1924,female,Bulgaria
99,30,1988,1958,male,Bulgaria
78,20,1988,1968,male,Bulgaria
79,44,1988,1944,female,Bulgaria
39,30,1988,1958,female,Bulgaria
37,20,1988,1968,female,Bulgaria
21,10,1988,1978,male,Bulgaria
5,10,1988,1978,female,Bulgaria
213,75,1989,1914,male,Bulgaria
345,64,1989,1925,male,Bulgaria
95,75,1989,1914,female,Bulgaria
289,44,1989,1945,male,Bulgaria
171,64,1989,1925,female,Bulgaria
107,30,1989,1959,male,Bulgaria
69,20,1989,1969,male,Bulgaria
83,44,1989,1945,female,Bulgaria
39,20,1989,1969,female,Bulgaria
28,30,1989,1959,female,Bulgaria
18,10,1989,1979,male,Bulgaria
3,10,1989,1979,female,Bulgaria
174,75,1990,1915,male,Bulgaria
98,75,1990,1915,female,Bulgaria
294,64,1990,1926,male,Bulgaria
242,44,1990,1946,male,Bulgaria
106,30,1990,1960,male,Bulgaria
161,64,1990,1926,female,Bulgaria
90,20,1990,1970,male,Bulgaria
86,44,1990,1946,female,Bulgaria
30,30,1990,1960,female,Bulgaria
26,20,1990,1970,female,Bulgaria
14,10,1990,1980,male,Bulgaria
2,10,1990,1980,female,Bulgaria
203,75,1991,1916,male,Bulgaria
306,64,1991,1927,male,Bulgaria
74,75,1991,1916,female,Bulgaria
289,44,1991,1947,male,Bulgaria
188,64,1991,1927,female,Bulgaria
111,30,1991,1961,male,Bulgaria
80,20,1991,1971,male,Bulgaria
69,44,1991,1947,female,Bulgaria
23,30,1991,1961,female,Bulgaria
23,20,1991,1971,female,Bulgaria
12,10,1991,1981,male,Bulgaria
6,10,1991,1981,female,Bulgaria
206,75,1992,1917,male,Bulgaria
104,75,1992,1917,female,Bulgaria
367,64,1992,1928,male,Bulgaria
319,44,1992,1948,male,Bulgaria
112,30,1992,1962,male,Bulgaria
166,64,1992,1928,female,Bulgaria
98,20,1992,1972,male,Bulgaria
81,44,1992,1948,female,Bulgaria
27,30,1992,1962,female,Bulgaria
29,20,1992,1972,female,Bulgaria
6,10,1992,1982,male,Bulgaria
4,10,1992,1982,female,Bulgaria
141,75,1993,1918,male,Bulgaria
96,75,1993,1918,female,Bulgaria
351,64,1993,1929,male,Bulgaria
308,44,1993,1949,male,Bulgaria
116,30,1993,1963,male,Bulgaria
197,64,1993,1929,female,Bulgaria
97,20,1993,1973,male,Bulgaria
45,30,1993,1963,female,Bulgaria
72,44,1993,1949,female,Bulgaria
34,20,1993,1973,female,Bulgaria
10,10,1993,1983,male,Bulgaria
3,10,1993,1983,female,Bulgaria
175,75,1994,1919,male,Bulgaria
364,64,1994,1930,male,Bulgaria
86,75,1994,1919,female,Bulgaria
329,44,1994,1950,male,Bulgaria
160,64,1994,1930,female,Bulgaria
87,30,1994,1964,male,Bulgaria
84,20,1994,1974,male,Bulgaria
103,44,1994,1950,female,Bulgaria
33,30,1994,1964,female,Bulgaria
30,20,1994,1974,female,Bulgaria
9,10,1994,1984,male,Bulgaria
4,10,1994,1984,female,Bulgaria
169,75,1995,1920,male,Bulgaria
349,64,1995,1931,male,Bulgaria
83,75,1995,1920,female,Bulgaria
307,44,1995,1951,male,Bulgaria
184,64,1995,1931,female,Bulgaria
101,30,1995,1965,male,Bulgaria
87,20,1995,1975,male,Bulgaria
79,44,1995,1951,female,Bulgaria
37,30,1995,1965,female,Bulgaria
24,20,1995,1975,female,Bulgaria
7,10,1995,1985,male,Bulgaria
6,10,1995,1985,female,Bulgaria
191,75,1996,1921,male,Bulgaria
351,64,1996,1932,male,Bulgaria
94,75,1996,1921,female,Bulgaria
376,44,1996,1952,male,Bulgaria
168,64,1996,1932,female,Bulgaria
91,30,1996,1966,male,Bulgaria
95,20,1996,1976,male,Bulgaria
90,44,1996,1952,female,Bulgaria
31,30,1996,1966,female,Bulgaria
25,20,1996,1976,female,Bulgaria
7,10,1996,1986,female,Bulgaria
7,10,1996,1986,male,Bulgaria
168,75,1997,1922,male,Bulgaria
348,64,1997,1933,male,Bulgaria
95,75,1997,1922,female,Bulgaria
301,44,1997,1953,male,Bulgaria
198,64,1997,1933,female,Bulgaria
87,30,1997,1967,male,Bulgaria
88,20,1997,1977,male,Bulgaria
103,44,1997,1953,female,Bulgaria
31,30,1997,1967,female,Bulgaria
29,20,1997,1977,female,Bulgaria
10,10,1997,1987,male,Bulgaria
7,10,1997,1987,female,Bulgaria
201,75,1998,1923,male,Bulgaria
131,75,1998,1923,female,Bulgaria
359,64,1998,1934,male,Bulgaria
299,44,1998,1954,male,Bulgaria
95,30,1998,1968,male,Bulgaria
156,64,1998,1934,female,Bulgaria
92,20,1998,1978,male,Bulgaria
90,44,1998,1954,female,Bulgaria
33,30,1998,1968,female,Bulgaria
35,20,1998,1978,female,Bulgaria
9,10,1998,1988,male,Bulgaria
3,10,1998,1988,female,Bulgaria
178,75,1999,1924,male,Bulgaria
318,64,1999,1935,male,Bulgaria
76,75,1999,1924,female,Bulgaria
301,44,1999,1955,male,Bulgaria
87,30,1999,1969,male,Bulgaria
134,64,1999,1935,female,Bulgaria
74,20,1999,1979,male,Bulgaria
80,44,1999,1955,female,Bulgaria
29,30,1999,1969,female,Bulgaria
20,20,1999,1979,female,Bulgaria
7,10,1999,1989,male,Bulgaria
3,10,1999,1989,female,Bulgaria
180,75,2000,1925,male,Bulgaria
289,64,2000,1936,male,Bulgaria
100,75,2000,1925,female,Bulgaria
371,44,2000,1956,male,Bulgaria
102,30,2000,1970,male,Bulgaria
128,64,2000,1936,female,Bulgaria
54,20,2000,1980,male,Bulgaria
97,44,2000,1956,female,Bulgaria
37,30,2000,1970,female,Bulgaria
20,20,2000,1980,female,Bulgaria
5,10,2000,1990,male,Bulgaria
0,10,2000,1990,female,Bulgaria
162,75,2001,1926,male,Bulgaria
321,64,2001,1937,male,Bulgaria
101,75,2001,1926,female,Bulgaria
301,44,2001,1957,male,Bulgaria
100,30,2001,1971,male,Bulgaria
118,64,2001,1937,female,Bulgaria
63,20,2001,1981,male,Bulgaria
94,44,2001,1957,female,Bulgaria
25,20,2001,1981,female,Bulgaria
21,30,2001,1971,female,Bulgaria
4,10,2001,1991,female,Bulgaria
4,10,2001,1991,male,Bulgaria
181,75,2002,1927,male,Bulgaria
328,64,2002,1938,male,Bulgaria
95,75,2002,1927,female,Bulgaria
315,44,2002,1958,male,Bulgaria
100,30,2002,1972,male,Bulgaria
117,64,2002,1938,female,Bulgaria
51,20,2002,1982,male,Bulgaria
77,44,2002,1958,female,Bulgaria
23,20,2002,1982,female,Bulgaria
21,30,2002,1972,female,Bulgaria
6,10,2002,1992,male,Bulgaria
3,10,2002,1992,female,Bulgaria
164,75,2003,1928,male,Bulgaria
251,64,2003,1939,male,Bulgaria
261,44,2003,1959,male,Bulgaria
75,75,2003,1928,female,Bulgaria
69,30,2003,1973,male,Bulgaria
108,64,2003,1939,female,Bulgaria
49,20,2003,1983,male,Bulgaria
67,44,2003,1959,female,Bulgaria
23,30,2003,1973,female,Bulgaria
13,20,2003,1983,female,Bulgaria
6,10,2003,1993,female,Bulgaria
6,10,2003,1993,male,Bulgaria
142,75,2004,1929,male,Bulgaria
247,64,2004,1940,male,Bulgaria
238,44,2004,1960,male,Bulgaria
58,75,2004,1929,female,Bulgaria
74,30,2004,1974,male,Bulgaria
105,64,2004,1940,female,Bulgaria
40,20,2004,1984,male,Bulgaria
75,44,2004,1960,female,Bulgaria
14,30,2004,1974,female,Bulgaria
12,20,2004,1984,female,Bulgaria
5,10,2004,1994,male,Bulgaria
3,10,2004,1994,female,Bulgaria
126,75,2005,1930,male,Bulgaria
269,64,2005,1941,male,Bulgaria
71,75,2005,1930,female,Bulgaria
214,44,2005,1961,male,Bulgaria
76,30,2005,1975,male,Bulgaria
84,64,2005,1941,female,Bulgaria
39,20,2005,1985,male,Bulgaria
56,44,2005,1961,female,Bulgaria
20,20,2005,1985,female,Bulgaria
21,30,2005,1975,female,Bulgaria
3,10,2005,1995,female,Bulgaria
3,10,2005,1995,male,Bulgaria
154,75,2006,1931,male,Bulgaria
274,64,2006,1942,male,Bulgaria
71,75,2006,1931,female,Bulgaria
196,44,2006,1962,male,Bulgaria
79,30,2006,1976,male,Bulgaria
45,20,2006,1986,male,Bulgaria
73,64,2006,1942,female,Bulgaria
53,44,2006,1962,female,Bulgaria
17,30,2006,1976,female,Bulgaria
11,20,2006,1986,female,Bulgaria
4,10,2006,1996,male,Bulgaria
0,10,2006,1996,female,Bulgaria
151,75,2007,1932,male,Bulgaria
238,64,2007,1943,male,Bulgaria
70,75,2007,1932,female,Bulgaria
180,44,2007,1963,male,Bulgaria
55,30,2007,1977,male,Bulgaria
82,64,2007,1943,female,Bulgaria
39,20,2007,1987,male,Bulgaria
58,44,2007,1963,female,Bulgaria
15,30,2007,1977,female,Bulgaria
9,20,2007,1987,female,Bulgaria
5,10,2007,1997,female,Bulgaria
0,10,2007,1997,male,Bulgaria
132,75,2008,1933,male,Bulgaria
248,64,2008,1944,male,Bulgaria
205,44,2008,1964,male,Bulgaria
66,75,2008,1933,female,Bulgaria
106,64,2008,1944,female,Bulgaria
60,30,2008,1978,male,Bulgaria
48,20,2008,1988,male,Bulgaria
41,44,2008,1964,female,Bulgaria
21,30,2008,1978,female,Bulgaria
10,20,2008,1988,female,Bulgaria
1,10,2008,1998,female,Bulgaria
1,10,2008,1998,male,Bulgaria
120,75,2009,1934,male,Bulgaria
241,64,2009,1945,male,Bulgaria
211,44,2009,1965,male,Bulgaria
63,75,2009,1934,female,Bulgaria
60,30,2009,1979,male,Bulgaria
72,64,2009,1945,female,Bulgaria
29,20,2009,1989,male,Bulgaria
49,44,2009,1965,female,Bulgaria
13,30,2009,1979,female,Bulgaria
9,20,2009,1989,female,Bulgaria
1,10,2009,1999,male,Bulgaria
0,10,2009,1999,female,Bulgaria
137,75,2010,1935,male,Bulgaria
217,64,2010,1946,male,Bulgaria
202,44,2010,1966,male,Bulgaria
60,75,2010,1935,female,Bulgaria
57,30,2010,1980,male,Bulgaria
74,64,2010,1946,female,Bulgaria
35,20,2010,1990,male,Bulgaria
57,44,2010,1966,female,Bulgaria
11,30,2010,1980,female,Bulgaria
8,20,2010,1990,female,Bulgaria
1,10,2010,2000,male,Bulgaria
0,10,2010,2000,female,Bulgaria
98,75,2011,1936,male,Bulgaria
209,64,2011,1947,male,Bulgaria
201,44,2011,1967,male,Bulgaria
48,75,2011,1936,female,Bulgaria
59,30,2011,1981,male,Bulgaria
36,20,2011,1991,male,Bulgaria
51,64,2011,1947,female,Bulgaria
41,44,2011,1967,female,Bulgaria
11,20,2011,1991,female,Bulgaria
7,30,2011,1981,female,Bulgaria
2,10,2011,2001,male,Bulgaria
0,10,2011,2001,female,Bulgaria
140,75,2012,1937,male,Bulgaria
244,64,2012,1948,male,Bulgaria
181,44,2012,1968,male,Bulgaria
61,75,2012,1937,female,Bulgaria
62,30,2012,1982,male,Bulgaria
45,20,2012,1992,male,Bulgaria
65,64,2012,1948,female,Bulgaria
46,44,2012,1968,female,Bulgaria
14,20,2012,1992,female,Bulgaria
13,30,2012,1982,female,Bulgaria
1,10,2012,2002,male,Bulgaria
0,10,2012,2002,female,Bulgaria
113,75,2013,1938,male,Bulgaria
207,64,2013,1949,male,Bulgaria
164,44,2013,1969,male,Bulgaria
47,75,2013,1938,female,Bulgaria
56,30,2013,1983,male,Bulgaria
32,20,2013,1993,male,Bulgaria
41,64,2013,1949,female,Bulgaria
41,44,2013,1969,female,Bulgaria
12,30,2013,1983,female,Bulgaria
6,20,2013,1993,female,Bulgaria
1,10,2013,2003,female,Bulgaria
1,10,2013,2003,male,Bulgaria
120,75,2014,1939,male,Bulgaria
194,64,2014,1950,male,Bulgaria
67,75,2014,1939,female,Bulgaria
156,44,2014,1970,male,Bulgaria
47,30,2014,1984,male,Bulgaria
33,20,2014,1994,male,Bulgaria
54,64,2014,1950,female,Bulgaria
33,44,2014,1970,female,Bulgaria
13,30,2014,1984,female,Bulgaria
5,20,2014,1994,female,Bulgaria
2,10,2014,2004,male,Bulgaria
0,10,2014,2004,female,Bulgaria
2,75,2011,1936,male,Cabo Verde
18,44,2011,1967,male,Cabo Verde
8,30,2011,1981,male,Cabo Verde
2,64,2011,1947,female,Cabo Verde
5,20,2011,1991,male,Cabo Verde
1,64,2011,1947,male,Cabo Verde
3,10,2011,2001,male,Cabo Verde
2,44,2011,1967,female,Cabo Verde
1,20,2011,1991,female,Cabo Verde
0,30,2011,1981,female,Cabo Verde
0,10,2011,2001,female,Cabo Verde
0,75,2011,1936,female,Cabo Verde
111,75,1985,1910,male,Canada
502,64,1985,1921,male,Canada
605,30,1985,1955,male,Canada
774,44,1985,1941,male,Canada
560,20,1985,1965,male,Canada
255,44,1985,1941,female,Canada
166,64,1985,1921,female,Canada
148,30,1985,1955,female,Canada
34,75,1985,1910,female,Canada
85,20,1985,1965,female,Canada
13,10,1985,1975,male,Canada
5,10,1985,1975,female,Canada
143,75,1986,1911,male,Canada
719,30,1986,1956,male,Canada
878,44,1986,1942,male,Canada
520,64,1986,1922,male,Canada
570,20,1986,1966,male,Canada
307,44,1986,1942,female,Canada
191,64,1986,1922,female,Canada
172,30,1986,1956,female,Canada
36,75,1986,1911,female,Canada
109,20,1986,1966,female,Canada
20,10,1986,1976,male,Canada
5,10,1986,1976,female,Canada
709,30,1987,1957,male,Canada
117,75,1987,1912,male,Canada
535,64,1987,1923,male,Canada
874,44,1987,1943,male,Canada
532,20,1987,1967,male,Canada
298,44,1987,1943,female,Canada
171,64,1987,1923,female,Canada
178,30,1987,1957,female,Canada
47,75,1987,1912,female,Canada
100,20,1987,1967,female,Canada
25,10,1987,1977,male,Canada
5,10,1987,1977,female,Canada
130,75,1988,1913,male,Canada
679,30,1988,1958,male,Canada
525,64,1988,1924,male,Canada
549,20,1988,1968,male,Canada
827,44,1988,1944,male,Canada
322,44,1988,1944,female,Canada
168,30,1988,1958,female,Canada
142,64,1988,1924,female,Canada
44,75,1988,1913,female,Canada
96,20,1988,1968,female,Canada
24,10,1988,1978,male,Canada
4,10,1988,1978,female,Canada
131,75,1989,1914,male,Canada
666,30,1989,1959,male,Canada
528,20,1989,1969,male,Canada
501,64,1989,1925,male,Canada
850,44,1989,1945,male,Canada
322,44,1989,1945,female,Canada
163,64,1989,1925,female,Canada
174,30,1989,1959,female,Canada
40,75,1989,1914,female,Canada
91,20,1989,1969,female,Canada
19,10,1989,1979,male,Canada
6,10,1989,1979,female,Canada
149,75,1990,1915,male,Canada
703,30,1990,1960,male,Canada
884,44,1990,1946,male,Canada
484,20,1990,1970,male,Canada
430,64,1990,1926,male,Canada
293,44,1990,1946,female,Canada
154,30,1990,1960,female,Canada
125,64,1990,1926,female,Canada
94,20,1990,1970,female,Canada
32,75,1990,1915,female,Canada
23,10,1990,1980,male,Canada
7,10,1990,1980,female,Canada
713,30,1991,1961,male,Canada
139,75,1991,1916,male,Canada
539,20,1991,1971,male,Canada
974,44,1991,1947,male,Canada
490,64,1991,1927,male,Canada
271,44,1991,1947,female,Canada
177,30,1991,1961,female,Canada
154,64,1991,1927,female,Canada
76,20,1991,1971,female,Canada
31,75,1991,1916,female,Canada
20,10,1991,1981,male,Canada
9,10,1991,1981,female,Canada
739,30,1992,1962,male,Canada
136,75,1992,1917,male,Canada
1020,44,1992,1948,male,Canada
504,20,1992,1972,male,Canada
497,64,1992,1928,male,Canada
323,44,1992,1948,female,Canada
146,64,1992,1928,female,Canada
155,30,1992,1962,female,Canada
119,20,1992,1972,female,Canada
35,75,1992,1917,female,Canada
26,10,1992,1982,male,Canada
8,10,1992,1982,female,Canada
1141,44,1993,1949,male,Canada
721,30,1993,1963,male,Canada
138,75,1993,1918,male,Canada
488,20,1993,1973,male,Canada
499,64,1993,1929,male,Canada
331,44,1993,1949,female,Canada
55,75,1993,1918,female,Canada
146,64,1993,1929,female,Canada
146,30,1993,1963,female,Canada
93,20,1993,1973,female,Canada
27,10,1993,1983,male,Canada
18,10,1993,1983,female,Canada
160,75,1994,1919,male,Canada
1150,44,1994,1950,male,Canada
636,30,1994,1964,male,Canada
506,20,1994,1974,male,Canada
479,64,1994,1930,male,Canada
339,44,1994,1950,female,Canada
152,64,1994,1930,female,Canada
135,30,1994,1964,female,Canada
105,20,1994,1974,female,Canada
37,75,1994,1919,female,Canada
37,10,1994,1984,male,Canada
12,10,1994,1984,female,Canada
744,30,1995,1965,male,Canada
1264,44,1995,1951,male,Canada
146,75,1995,1920,male,Canada
507,20,1995,1975,male,Canada
473,64,1995,1931,male,Canada
363,44,1995,1951,female,Canada
157,64,1995,1931,female,Canada
141,30,1995,1965,female,Canada
96,20,1995,1975,female,Canada
34,75,1995,1920,female,Canada
22,10,1995,1985,male,Canada
21,10,1995,1985,female,Canada
162,75,1996,1921,male,Canada
1273,44,1996,1952,male,Canada
630,30,1996,1966,male,Canada
490,20,1996,1976,male,Canada
506,64,1996,1932,male,Canada
434,44,1996,1952,female,Canada
144,64,1996,1932,female,Canada
137,30,1996,1966,female,Canada
91,20,1996,1976,female,Canada
33,75,1996,1921,female,Canada
32,10,1996,1986,male,Canada
9,10,1996,1986,female,Canada
1230,44,1997,1953,male,Canada
156,75,1997,1922,male,Canada
535,30,1997,1967,male,Canada
464,20,1997,1977,male,Canada
490,64,1997,1933,male,Canada
356,44,1997,1953,female,Canada
136,30,1997,1967,female,Canada
131,64,1997,1933,female,Canada
90,20,1997,1977,female,Canada
42,75,1997,1922,female,Canada
39,10,1997,1987,male,Canada
12,10,1997,1987,female,Canada
1226,44,1998,1954,male,Canada
568,30,1998,1968,male,Canada
147,75,1998,1923,male,Canada
457,20,1998,1978,male,Canada
497,64,1998,1934,male,Canada
341,44,1998,1954,female,Canada
133,30,1998,1968,female,Canada
105,20,1998,1978,female,Canada
129,64,1998,1934,female,Canada
50,75,1998,1923,female,Canada
30,10,1998,1988,male,Canada
