suicides,age,period,cohort,sex,country
343,44,1998,1954,female,Thailand
142,64,1998,1934,female,Thailand
20,75,1998,1923,female,Thailand
38,10,1998,1988,male,Thailand
26,10,1998,1988,female,Thailand
1272,30,1999,1969,male,Thailand
983,20,1999,1979,male,Thailand
1234,44,1999,1955,male,Thailand
469,64,1999,1935,male,Thailand
72,75,1999,1924,male,Thailand
324,30,1999,1969,female,Thailand
283,20,1999,1979,female,Thailand
174,64,1999,1935,female,Thailand
380,44,1999,1955,female,Thailand
28,75,1999,1924,female,Thailand
38,10,1999,1989,male,Thailand
19,10,1999,1989,female,Thailand
1284,30,2000,1970,male,Thailand
961,20,2000,1980,male,Thailand
1263,44,2000,1956,male,Thailand
454,64,2000,1936,male,Thailand
71,75,2000,1925,male,Thailand
43,75,2000,1925,female,Thailand
444,44,2000,1956,female,Thailand
248,20,2000,1980,female,Thailand
261,30,2000,1970,female,Thailand
153,64,2000,1936,female,Thailand
0,10,2000,1990,female,Thailand
0,10,2000,1990,male,Thailand
1063,30,2002,1972,male,Thailand
99,75,2002,1927,male,Thailand
522,64,2002,1938,male,Thailand
1252,44,2002,1958,male,Thailand
743,20,2002,1982,male,Thailand
456,44,2002,1958,female,Thailand
43,75,2002,1927,female,Thailand
287,30,2002,1972,female,Thailand
183,64,2002,1938,female,Thailand
199,20,2002,1982,female,Thailand
33,10,2002,1992,male,Thailand
22,10,2002,1992,female,Thailand
912,30,2003,1973,male,Thailand
531,64,2003,1939,male,Thailand
1277,44,2003,1959,male,Thailand
93,75,2003,1928,male,Thailand
579,20,2003,1983,male,Thailand
41,75,2003,1928,female,Thailand
248,30,2003,1973,female,Thailand
183,64,2003,1939,female,Thailand
394,44,2003,1959,female,Thailand
177,20,2003,1983,female,Thailand
33,10,2003,1993,male,Thailand
16,10,2003,1993,female,Thailand
915,30,2004,1974,male,Thailand
1251,44,2004,1960,male,Thailand
93,75,2004,1929,male,Thailand
491,64,2004,1940,male,Thailand
486,20,2004,1984,male,Thailand
46,75,2004,1929,female,Thailand
190,64,2004,1940,female,Thailand
413,44,2004,1960,female,Thailand
220,30,2004,1974,female,Thailand
162,20,2004,1984,female,Thailand
17,10,2004,1994,male,Thailand
12,10,2004,1994,female,Thailand
838,30,2005,1975,male,Thailand
94,75,2005,1930,male,Thailand
486,64,2005,1941,male,Thailand
1128,44,2005,1961,male,Thailand
458,20,2005,1985,male,Thailand
175,64,2005,1941,female,Thailand
383,44,2005,1961,female,Thailand
187,30,2005,1975,female,Thailand
33,75,2005,1930,female,Thailand
117,20,2005,1985,female,Thailand
26,10,2005,1995,male,Thailand
12,10,2005,1995,female,Thailand
765,30,2006,1976,male,Thailand
1150,44,2006,1962,male,Thailand
458,64,2006,1942,male,Thailand
87,75,2006,1931,male,Thailand
378,20,2006,1986,male,Thailand
339,44,2006,1962,female,Thailand
147,64,2006,1942,female,Thailand
27,75,2006,1931,female,Thailand
139,30,2006,1976,female,Thailand
91,20,2006,1986,female,Thailand
14,10,2006,1996,male,Thailand
13,10,2006,1996,female,Thailand
104,75,2007,1932,male,Thailand
798,30,2007,1977,male,Thailand
470,64,2007,1943,male,Thailand
1149,44,2007,1963,male,Thailand
406,20,2007,1987,male,Thailand
43,75,2007,1932,female,Thailand
155,64,2007,1943,female,Thailand
356,44,2007,1963,female,Thailand
159,30,2007,1977,female,Thailand
89,20,2007,1987,female,Thailand
16,10,2007,1997,male,Thailand
9,10,2007,1997,female,Thailand
757,30,2008,1978,male,Thailand
101,75,2008,1933,male,Thailand
473,64,2008,1944,male,Thailand
1188,44,2008,1964,male,Thailand
374,20,2008,1988,male,Thailand
50,75,2008,1933,female,Thailand
173,64,2008,1944,female,Thailand
398,44,2008,1964,female,Thailand
143,30,2008,1978,female,Thailand
97,20,2008,1988,female,Thailand
13,10,2008,1998,male,Thailand
11,10,2008,1998,female,Thailand
116,75,2009,1934,male,Thailand
542,64,2009,1945,male,Thailand
707,30,2009,1979,male,Thailand
1172,44,2009,1965,male,Thailand
369,20,2009,1989,male,Thailand
185,64,2009,1945,female,Thailand
382,44,2009,1965,female,Thailand
35,75,2009,1934,female,Thailand
142,30,2009,1979,female,Thailand
100,20,2009,1989,female,Thailand
20,10,2009,1999,male,Thailand
17,10,2009,1999,female,Thailand
145,75,2010,1935,male,Thailand
688,30,2010,1980,male,Thailand
511,64,2010,1946,male,Thailand
1166,44,2010,1966,male,Thailand
387,20,2010,1990,male,Thailand
41,75,2010,1935,female,Thailand
164,64,2010,1946,female,Thailand
345,44,2010,1966,female,Thailand
164,30,2010,1980,female,Thailand
120,20,2010,1990,female,Thailand
16,10,2010,2000,male,Thailand
14,10,2010,2000,female,Thailand
782,30,2011,1981,male,Thailand
112,75,2011,1936,male,Thailand
1227,44,2011,1967,male,Thailand
488,64,2011,1947,male,Thailand
357,20,2011,1991,male,Thailand
56,75,2011,1936,female,Thailand
217,64,2011,1947,female,Thailand
361,44,2011,1967,female,Thailand
147,30,2011,1981,female,Thailand
95,20,2011,1991,female,Thailand
19,10,2011,2001,male,Thailand
12,10,2011,2001,female,Thailand
136,75,2012,1937,male,Thailand
721,30,2012,1982,male,Thailand
581,64,2012,1948,male,Thailand
1234,44,2012,1968,male,Thailand
369,20,2012,1992,male,Thailand
222,64,2012,1948,female,Thailand
54,75,2012,1937,female,Thailand
394,44,2012,1968,female,Thailand
162,30,2012,1982,female,Thailand
84,20,2012,1992,female,Thailand
14,10,2012,2002,female,Thailand
14,10,2012,2002,male,Thailand
152,75,2013,1938,male,Thailand
706,30,2013,1983,male,Thailand
1313,44,2013,1969,male,Thailand
586,64,2013,1949,male,Thailand
331,20,2013,1993,male,Thailand
64,75,2013,1938,female,Thailand
382,44,2013,1969,female,Thailand
190,64,2013,1949,female,Thailand
126,30,2013,1983,female,Thailand
88,20,2013,1993,female,Thailand
17,10,2013,2003,male,Thailand
6,10,2013,2003,female,Thailand
682,30,2014,1984,male,Thailand
137,75,2014,1939,male,Thailand
632,64,2014,1950,male,Thailand
1274,44,2014,1970,male,Thailand
337,20,2014,1994,male,Thailand
71,75,2014,1939,female,Thailand
240,64,2014,1950,female,Thailand
388,44,2014,1970,female,Thailand
116,30,2014,1984,female,Thailand
49,20,2014,1994,female,Thailand
14,10,2014,2004,female,Thailand
12,10,2014,2004,male,Thailand
174,75,2015,1940,male,Thailand
1482,44,2015,1971,male,Thailand
718,64,2015,1951,male,Thailand
663,30,2015,1985,male,Thailand
317,20,2015,1995,male,Thailand
248,64,2015,1951,female,Thailand
63,75,2015,1940,female,Thailand
363,44,2015,1971,female,Thailand
96,30,2015,1985,female,Thailand
55,20,2015,1995,female,Thailand
14,10,2015,2005,female,Thailand
12,10,2015,2005,male,Thailand
734,64,2016,1952,male,Thailand
1421,44,2016,1972,male,Thailand
152,75,2016,1941,male,Thailand
646,30,2016,1986,male,Thailand
322,20,2016,1996,male,Thailand
69,75,2016,1941,female,Thailand
222,64,2016,1952,female,Thailand
375,44,2016,1972,female,Thailand
116,30,2016,1986,female,Thailand
60,20,2016,1996,female,Thailand
9,44,1985,1941,male,Trinidad and Tobago
8,30,1985,1955,male,Trinidad and Tobago
2,64,1985,1921,male,Trinidad and Tobago
4,20,1985,1965,male,Trinidad and Tobago
3,20,1985,1965,female,Trinidad and Tobago
2,30,1985,1955,female,Trinidad and Tobago
1,10,1985,1975,male,Trinidad and Tobago
0,44,1985,1941,female,Trinidad and Tobago
0,10,1985,1975,female,Trinidad and Tobago
0,64,1985,1921,female,Trinidad and Tobago
0,75,1985,1910,female,Trinidad and Tobago
0,75,1985,1910,male,Trinidad and Tobago
25,30,1986,1956,male,Trinidad and Tobago
21,44,1986,1942,male,Trinidad and Tobago
8,64,1986,1922,male,Trinidad and Tobago
1,75,1986,1911,male,Trinidad and Tobago
13,20,1986,1966,male,Trinidad and Tobago
12,20,1986,1966,female,Trinidad and Tobago
9,30,1986,1956,female,Trinidad and Tobago
1,75,1986,1911,female,Trinidad and Tobago
9,44,1986,1942,female,Trinidad and Tobago
4,64,1986,1922,female,Trinidad and Tobago
1,10,1986,1976,male,Trinidad and Tobago
0,10,1986,1976,female,Trinidad and Tobago
4,75,1987,1912,male,Trinidad and Tobago
30,30,1987,1957,male,Trinidad and Tobago
23,44,1987,1943,male,Trinidad and Tobago
25,20,1987,1967,male,Trinidad and Tobago
9,64,1987,1923,male,Trinidad and Tobago
9,44,1987,1943,female,Trinidad and Tobago
7,30,1987,1957,female,Trinidad and Tobago
8,20,1987,1967,female,Trinidad and Tobago
2,64,1987,1923,female,Trinidad and Tobago
1,10,1987,1977,female,Trinidad and Tobago
1,10,1987,1977,male,Trinidad and Tobago
0,75,1987,1912,female,Trinidad and Tobago
5,75,1988,1913,male,Trinidad and Tobago
39,30,1988,1958,male,Trinidad and Tobago
20,64,1988,1924,male,Trinidad and Tobago
32,44,1988,1944,male,Trinidad and Tobago
22,20,1988,1968,male,Trinidad and Tobago
2,75,1988,1913,female,Trinidad and Tobago
16,30,1988,1958,female,Trinidad and Tobago
13,44,1988,1944,female,Trinidad and Tobago
10,20,1988,1968,female,Trinidad and Tobago
4,10,1988,1978,female,Trinidad and Tobago
1,64,1988,1924,female,Trinidad and Tobago
0,10,1988,1978,male,Trinidad and Tobago
45,44,1989,1945,male,Trinidad and Tobago
37,30,1989,1959,male,Trinidad and Tobago
15,64,1989,1925,male,Trinidad and Tobago
30,20,1989,1969,male,Trinidad and Tobago
2,75,1989,1914,male,Trinidad and Tobago
20,20,1989,1969,female,Trinidad and Tobago
11,44,1989,1945,female,Trinidad and Tobago
1,75,1989,1914,female,Trinidad and Tobago
5,30,1989,1959,female,Trinidad and Tobago
2,64,1989,1925,female,Trinidad and Tobago
3,10,1989,1979,male,Trinidad and Tobago
2,10,1989,1979,female,Trinidad and Tobago
43,30,1990,1960,male,Trinidad and Tobago
16,64,1990,1926,male,Trinidad and Tobago
34,44,1990,1946,male,Trinidad and Tobago
30,20,1990,1970,male,Trinidad and Tobago
17,20,1990,1970,female,Trinidad and Tobago
1,75,1990,1915,male,Trinidad and Tobago
11,44,1990,1946,female,Trinidad and Tobago
5,64,1990,1926,female,Trinidad and Tobago
8,30,1990,1960,female,Trinidad and Tobago
1,75,1990,1915,female,Trinidad and Tobago
3,10,1990,1980,female,Trinidad and Tobago
1,10,1990,1980,male,Trinidad and Tobago
42,20,1991,1971,male,Trinidad and Tobago
16,64,1991,1927,male,Trinidad and Tobago
32,30,1991,1961,male,Trinidad and Tobago
27,44,1991,1947,male,Trinidad and Tobago
11,20,1991,1971,female,Trinidad and Tobago
8,44,1991,1947,female,Trinidad and Tobago
1,75,1991,1916,female,Trinidad and Tobago
4,30,1991,1961,female,Trinidad and Tobago
2,64,1991,1927,female,Trinidad and Tobago
4,10,1991,1981,female,Trinidad and Tobago
1,10,1991,1981,male,Trinidad and Tobago
0,75,1991,1916,male,Trinidad and Tobago
7,75,1992,1917,male,Trinidad and Tobago
37,30,1992,1962,male,Trinidad and Tobago
44,44,1992,1948,male,Trinidad and Tobago
16,64,1992,1928,male,Trinidad and Tobago
31,20,1992,1972,male,Trinidad and Tobago
9,20,1992,1972,female,Trinidad and Tobago
6,30,1992,1962,female,Trinidad and Tobago
3,64,1992,1928,female,Trinidad and Tobago
5,44,1992,1948,female,Trinidad and Tobago
3,10,1992,1982,female,Trinidad and Tobago
2,10,1992,1982,male,Trinidad and Tobago
0,75,1992,1917,female,Trinidad and Tobago
59,44,1993,1949,male,Trinidad and Tobago
46,30,1993,1963,male,Trinidad and Tobago
16,64,1993,1929,male,Trinidad and Tobago
26,20,1993,1973,male,Trinidad and Tobago
9,20,1993,1973,female,Trinidad and Tobago
1,75,1993,1918,male,Trinidad and Tobago
6,30,1993,1963,female,Trinidad and Tobago
3,64,1993,1929,female,Trinidad and Tobago
6,44,1993,1949,female,Trinidad and Tobago
2,10,1993,1983,female,Trinidad and Tobago
0,75,1993,1918,female,Trinidad and Tobago
0,10,1993,1983,male,Trinidad and Tobago
23,64,1994,1930,male,Trinidad and Tobago
35,30,1994,1964,male,Trinidad and Tobago
35,44,1994,1950,male,Trinidad and Tobago
3,75,1994,1919,male,Trinidad and Tobago
20,20,1994,1974,male,Trinidad and Tobago
10,30,1994,1964,female,Trinidad and Tobago
10,20,1994,1974,female,Trinidad and Tobago
7,44,1994,1950,female,Trinidad and Tobago
3,64,1994,1930,female,Trinidad and Tobago
2,10,1994,1984,male,Trinidad and Tobago
0,10,1994,1984,female,Trinidad and Tobago
0,75,1994,1919,female,Trinidad and Tobago
8,75,1995,1920,male,Trinidad and Tobago
42,30,1995,1965,male,Trinidad and Tobago
23,64,1995,1931,male,Trinidad and Tobago
54,44,1995,1951,male,Trinidad and Tobago
17,20,1995,1975,male,Trinidad and Tobago
10,30,1995,1965,female,Trinidad and Tobago
10,20,1995,1975,female,Trinidad and Tobago
11,44,1995,1951,female,Trinidad and Tobago
4,64,1995,1931,female,Trinidad and Tobago
4,10,1995,1985,female,Trinidad and Tobago
1,10,1995,1985,male,Trinidad and Tobago
0,75,1995,1920,female,Trinidad and Tobago
6,75,1996,1921,male,Trinidad and Tobago
29,30,1996,1966,male,Trinidad and Tobago
17,64,1996,1932,male,Trinidad and Tobago
43,44,1996,1952,male,Trinidad and Tobago
16,20,1996,1976,male,Trinidad and Tobago
15,20,1996,1976,female,Trinidad and Tobago
2,75,1996,1921,female,Trinidad and Tobago
5,64,1996,1932,female,Trinidad and Tobago
6,30,1996,1966,female,Trinidad and Tobago
5,44,1996,1952,female,Trinidad and Tobago
2,10,1996,1986,female,Trinidad and Tobago
0,10,1996,1986,male,Trinidad and Tobago
5,75,1997,1922,male,Trinidad and Tobago
34,30,1997,1967,male,Trinidad and Tobago
19,64,1997,1933,male,Trinidad and Tobago
44,44,1997,1953,male,Trinidad and Tobago
25,20,1997,1977,male,Trinidad and Tobago
13,20,1997,1977,female,Trinidad and Tobago
8,30,1997,1967,female,Trinidad and Tobago
4,64,1997,1933,female,Trinidad and Tobago
6,44,1997,1953,female,Trinidad and Tobago
2,10,1997,1987,male,Trinidad and Tobago
0,10,1997,1987,female,Trinidad and Tobago
0,75,1997,1922,female,Trinidad and Tobago
5,75,1998,1923,male,Trinidad and Tobago
64,44,1998,1954,male,Trinidad and Tobago
32,30,1998,1968,male,Trinidad and Tobago
16,64,1998,1934,male,Trinidad and Tobago
23,20,1998,1978,male,Trinidad and Tobago
2,75,1998,1923,female,Trinidad and Tobago
10,20,1998,1978,female,Trinidad and Tobago
7,30,1998,1968,female,Trinidad and Tobago
7,44,1998,1954,female,Trinidad and Tobago
3,10,1998,1988,female,Trinidad and Tobago
1,64,1998,1934,female,Trinidad and Tobago
1,10,1998,1988,male,Trinidad and Tobago
25,64,1999,1935,male,Trinidad and Tobago
28,30,1999,1969,male,Trinidad and Tobago
39,44,1999,1955,male,Trinidad and Tobago
16,20,1999,1979,male,Trinidad and Tobago
8,30,1999,1969,female,Trinidad and Tobago
1,75,1999,1924,male,Trinidad and Tobago
8,20,1999,1979,female,Trinidad and Tobago
9,44,1999,1955,female,Trinidad and Tobago
4,64,1999,1935,female,Trinidad and Tobago
1,75,1999,1924,female,Trinidad and Tobago
0,10,1999,1989,female,Trinidad and Tobago
0,10,1999,1989,male,Trinidad and Tobago
4,75,2000,1925,male,Trinidad and Tobago
54,44,2000,1956,male,Trinidad and Tobago
30,30,2000,1970,male,Trinidad and Tobago
20,64,2000,1936,male,Trinidad and Tobago
5,75,2000,1925,female,Trinidad and Tobago
25,20,2000,1980,male,Trinidad and Tobago
9,20,2000,1980,female,Trinidad and Tobago
4,64,2000,1936,female,Trinidad and Tobago
5,30,2000,1970,female,Trinidad and Tobago
7,44,2000,1956,female,Trinidad and Tobago
2,10,2000,1990,female,Trinidad and Tobago
1,10,2000,1990,male,Trinidad and Tobago
7,75,2001,1926,male,Trinidad and Tobago
61,44,2001,1957,male,Trinidad and Tobago
26,30,2001,1971,male,Trinidad and Tobago
18,64,2001,1937,male,Trinidad and Tobago
29,20,2001,1981,male,Trinidad and Tobago
16,20,2001,1981,female,Trinidad and Tobago
5,64,2001,1937,female,Trinidad and Tobago
10,44,2001,1957,female,Trinidad and Tobago
1,75,2001,1926,female,Trinidad and Tobago
4,30,2001,1971,female,Trinidad and Tobago
2,10,2001,1991,female,Trinidad and Tobago
0,10,2001,1991,male,Trinidad and Tobago
29,30,2002,1972,male,Trinidad and Tobago
49,44,2002,1958,male,Trinidad and Tobago
19,64,2002,1938,male,Trinidad and Tobago
3,75,2002,1927,male,Trinidad and Tobago
29,20,2002,1982,male,Trinidad and Tobago
9,30,2002,1972,female,Trinidad and Tobago
7,20,2002,1982,female,Trinidad and Tobago
1,75,2002,1927,female,Trinidad and Tobago
7,44,2002,1958,female,Trinidad and Tobago
2,10,2002,1992,female,Trinidad and Tobago
1,64,2002,1938,female,Trinidad and Tobago
0,10,2002,1992,male,Trinidad and Tobago
4,75,2003,1928,male,Trinidad and Tobago
20,64,2003,1939,male,Trinidad and Tobago
25,30,2003,1973,male,Trinidad and Tobago
36,44,2003,1959,male,Trinidad and Tobago
23,20,2003,1983,male,Trinidad and Tobago
13,20,2003,1983,female,Trinidad and Tobago
2,75,2003,1928,female,Trinidad and Tobago
13,44,2003,1959,female,Trinidad and Tobago
5,30,2003,1973,female,Trinidad and Tobago
2,64,2003,1939,female,Trinidad and Tobago
1,10,2003,1993,male,Trinidad and Tobago
0,10,2003,1993,female,Trinidad and Tobago
41,30,2004,1974,male,Trinidad and Tobago
5,75,2004,1929,male,Trinidad and Tobago
23,64,2004,1940,male,Trinidad and Tobago
48,44,2004,1960,male,Trinidad and Tobago
26,20,2004,1984,male,Trinidad and Tobago
2,75,2004,1929,female,Trinidad and Tobago
7,64,2004,1940,female,Trinidad and Tobago
6,30,2004,1974,female,Trinidad and Tobago
6,44,2004,1960,female,Trinidad and Tobago
3,20,2004,1984,female,Trinidad and Tobago
1,10,2004,1994,female,Trinidad and Tobago
0,10,2004,1994,male,Trinidad and Tobago
4,75,2005,1930,male,Trinidad and Tobago
30,30,2005,1975,male,Trinidad and Tobago
46,44,2005,1961,male,Trinidad and Tobago
12,64,2005,1941,male,Trinidad and Tobago
18,20,2005,1985,male,Trinidad and Tobago
2,75,2005,1930,female,Trinidad and Tobago
10,20,2005,1985,female,Trinidad and Tobago
5,30,2005,1975,female,Trinidad and Tobago
6,44,2005,1961,female,Trinidad and Tobago
2,64,2005,1941,female,Trinidad and Tobago
1,10,2005,1995,female,Trinidad and Tobago
0,10,2005,1995,male,Trinidad and Tobago
46,44,2006,1962,male,Trinidad and Tobago
24,30,2006,1976,male,Trinidad and Tobago
3,75,2006,1931,male,Trinidad and Tobago
17,64,2006,1942,male,Trinidad and Tobago
23,20,2006,1986,male,Trinidad and Tobago
6,64,2006,1942,female,Trinidad and Tobago
7,20,2006,1986,female,Trinidad and Tobago
5,30,2006,1976,female,Trinidad and Tobago
8,44,2006,1962,female,Trinidad and Tobago
2,10,2006,1996,male,Trinidad and Tobago
0,10,2006,1996,female,Trinidad and Tobago
0,75,2006,1931,female,Trinidad and Tobago
5,75,2007,1932,male,Trinidad and Tobago
38,30,2007,1977,male,Trinidad and Tobago
34,44,2007,1963,male,Trinidad and Tobago
14,64,2007,1943,male,Trinidad and Tobago
20,20,2007,1987,male,Trinidad and Tobago
6,30,2007,1977,female,Trinidad and Tobago
1,75,2007,1932,female,Trinidad and Tobago
3,64,2007,1943,female,Trinidad and Tobago
4,20,2007,1987,female,Trinidad and Tobago
5,44,2007,1963,female,Trinidad and Tobago
1,10,2007,1997,female,Trinidad and Tobago
0,10,2007,1997,male,Trinidad and Tobago
69,44,2008,1964,male,Trinidad and Tobago
30,64,2008,1944,male,Trinidad and Tobago
37,30,2008,1978,male,Trinidad and Tobago
3,75,2008,1933,male,Trinidad and Tobago
23,20,2008,1988,male,Trinidad and Tobago
11,20,2008,1988,female,Trinidad and Tobago
15,44,2008,1964,female,Trinidad and Tobago
5,30,2008,1978,female,Trinidad and Tobago
1,75,2008,1933,female,Trinidad and Tobago
4,64,2008,1944,female,Trinidad and Tobago
1,10,2008,1998,male,Trinidad and Tobago
0,10,2008,1998,female,Trinidad and Tobago
27,30,2009,1979,male,Trinidad and Tobago
25,20,2009,1989,male,Trinidad and Tobago
38,44,2009,1965,male,Trinidad and Tobago
3,75,2009,1934,male,Trinidad and Tobago
13,64,2009,1945,male,Trinidad and Tobago
6,64,2009,1945,female,Trinidad and Tobago
5,20,2009,1989,female,Trinidad and Tobago
5,30,2009,1979,female,Trinidad and Tobago
5,44,2009,1965,female,Trinidad and Tobago
1,10,2009,1999,male,Trinidad and Tobago
0,10,2009,1999,female,Trinidad and Tobago
0,75,2009,1934,female,Trinidad and Tobago
38,30,2010,1980,male,Trinidad and Tobago
4,75,2010,1935,male,Trinidad and Tobago
48,44,2010,1966,male,Trinidad and Tobago
21,64,2010,1946,male,Trinidad and Tobago
17,20,2010,1990,male,Trinidad and Tobago
9,20,2010,1990,female,Trinidad and Tobago
9,30,2010,1980,female,Trinidad and Tobago
8,44,2010,1966,female,Trinidad and Tobago
4,64,2010,1946,female,Trinidad and Tobago
1,10,2010,2000,female,Trinidad and Tobago
1,10,2010,2000,male,Trinidad and Tobago
0,75,2010,1935,female,Trinidad and Tobago
5,75,2011,1936,male,Trinidad and Tobago
41,44,2011,1967,male,Trinidad and Tobago
21,64,2011,1947,male,Trinidad and Tobago
25,30,2011,1981,male,Trinidad and Tobago
20,20,2011,1991,male,Trinidad and Tobago
8,30,2011,1981,female,Trinidad and Tobago
5,20,2011,1991,female,Trinidad and Tobago
8,44,2011,1967,female,Trinidad and Tobago
4,64,2011,1947,female,Trinidad and Tobago
2,10,2011,2001,female,Trinidad and Tobago
0,75,2011,1936,female,Trinidad and Tobago
0,10,2011,2001,male,Trinidad and Tobago
33,75,2009,1934,male,Turkey
130,64,2009,1945,male,Turkey
287,44,2009,1965,male,Turkey
189,30,2009,1979,male,Turkey
139,20,2009,1989,male,Turkey
17,75,2009,1934,female,Turkey
74,20,2009,1989,female,Turkey
38,64,2009,1945,female,Turkey
44,30,2009,1979,female,Turkey
58,44,2009,1965,female,Turkey
23,10,2009,1999,male,Turkey
18,10,2009,1999,female,Turkey
63,75,2010,1935,male,Turkey
397,44,2010,1966,male,Turkey
175,64,2010,1946,male,Turkey
248,30,2010,1980,male,Turkey
238,20,2010,1990,male,Turkey
28,75,2010,1935,female,Turkey
95,20,2010,1990,female,Turkey
57,64,2010,1946,female,Turkey
110,44,2010,1966,female,Turkey
61,30,2010,1980,female,Turkey
27,10,2010,2000,male,Turkey
25,10,2010,2000,female,Turkey
45,75,2011,1936,male,Turkey
162,64,2011,1947,male,Turkey
266,44,2011,1967,male,Turkey
180,30,2011,1981,male,Turkey
177,20,2011,1991,male,Turkey
83,20,2011,1991,female,Turkey
15,75,2011,1936,female,Turkey
60,30,2011,1981,female,Turkey
82,44,2011,1967,female,Turkey
35,64,2011,1947,female,Turkey
23,10,2011,2001,female,Turkey
20,10,2011,2001,male,Turkey
58,75,2012,1937,male,Turkey
399,44,2012,1968,male,Turkey
180,64,2012,1948,male,Turkey
227,30,2012,1982,male,Turkey
184,20,2012,1992,male,Turkey
23,75,2012,1937,female,Turkey
94,20,2012,1992,female,Turkey
78,30,2012,1982,female,Turkey
113,44,2012,1968,female,Turkey
55,64,2012,1948,female,Turkey
24,10,2012,2002,male,Turkey
15,10,2012,2002,female,Turkey
76,75,2013,1938,male,Turkey
239,64,2013,1949,male,Turkey
477,44,2013,1969,male,Turkey
285,30,2013,1983,male,Turkey
253,20,2013,1993,male,Turkey
133,20,2013,1993,female,Turkey
29,75,2013,1938,female,Turkey
73,64,2013,1949,female,Turkey
87,30,2013,1983,female,Turkey
118,44,2013,1969,female,Turkey
23,10,2013,2003,female,Turkey
17,10,2013,2003,male,Turkey
66,75,2014,1939,male,Turkey
225,64,2014,1950,male,Turkey
260,20,2014,1994,male,Turkey
394,44,2014,1970,male,Turkey
243,30,2014,1984,male,Turkey
114,20,2014,1994,female,Turkey
23,75,2014,1939,female,Turkey
79,64,2014,1950,female,Turkey
109,44,2014,1970,female,Turkey
65,30,2014,1984,female,Turkey
21,10,2014,2004,male,Turkey
18,10,2014,2004,female,Turkey
61,75,2015,1940,male,Turkey
223,64,2015,1951,male,Turkey
241,30,2015,1985,male,Turkey
385,44,2015,1971,male,Turkey
207,20,2015,1995,male,Turkey
131,20,2015,1995,female,Turkey
25,75,2015,1940,female,Turkey
72,30,2015,1985,female,Turkey
109,44,2015,1971,female,Turkey
42,64,2015,1951,female,Turkey
18,10,2015,2005,female,Turkey
18,10,2015,2005,male,Turkey
5,75,1987,1912,male,Turkmenistan
28,64,1987,1923,male,Turkmenistan
8,75,1987,1912,female,Turkmenistan
54,44,1987,1943,male,Turkmenistan
28,64,1987,1923,female,Turkmenistan
50,30,1987,1957,male,Turkmenistan
33,20,1987,1967,male,Turkmenistan
21,44,1987,1943,female,Turkmenistan
24,20,1987,1967,female,Turkmenistan
12,30,1987,1957,female,Turkmenistan
5,10,1987,1977,male,Turkmenistan
4,10,1987,1977,female,Turkmenistan
6,75,1988,1913,male,Turkmenistan
55,44,1988,1944,male,Turkmenistan
22,64,1988,1924,male,Turkmenistan
6,75,1988,1913,female,Turkmenistan
48,30,1988,1958,male,Turkmenistan
51,20,1988,1968,male,Turkmenistan
21,64,1988,1924,female,Turkmenistan
18,44,1988,1944,female,Turkmenistan
21,20,1988,1968,female,Turkmenistan
14,30,1988,1958,female,Turkmenistan
4,10,1988,1978,female,Turkmenistan
4,10,1988,1978,male,Turkmenistan
64,44,1989,1945,male,Turkmenistan
4,75,1989,1914,male,Turkmenistan
52,30,1989,1959,male,Turkmenistan
19,64,1989,1925,male,Turkmenistan
4,75,1989,1914,female,Turkmenistan
16,64,1989,1925,female,Turkmenistan
29,20,1989,1969,male,Turkmenistan
25,20,1989,1969,female,Turkmenistan
17,44,1989,1945,female,Turkmenistan
18,30,1989,1959,female,Turkmenistan
3,10,1989,1979,male,Turkmenistan
2,10,1989,1979,female,Turkmenistan
12,75,1990,1915,female,Turkmenistan
5,75,1990,1915,male,Turkmenistan
65,44,1990,1946,male,Turkmenistan
61,30,1990,1960,male,Turkmenistan
23,64,1990,1926,male,Turkmenistan
56,20,1990,1970,male,Turkmenistan
27,20,1990,1970,female,Turkmenistan
18,44,1990,1946,female,Turkmenistan
9,64,1990,1926,female,Turkmenistan
16,30,1990,1960,female,Turkmenistan
6,10,1990,1980,male,Turkmenistan
0,10,1990,1980,female,Turkmenistan
55,44,1991,1947,male,Turkmenistan
3,75,1991,1916,male,Turkmenistan
22,64,1991,1927,male,Turkmenistan
53,30,1991,1961,male,Turkmenistan
50,20,1991,1971,male,Turkmenistan
18,64,1991,1927,female,Turkmenistan
31,20,1991,1971,female,Turkmenistan
20,30,1991,1961,female,Turkmenistan
2,75,1991,1916,female,Turkmenistan
15,44,1991,1947,female,Turkmenistan
3,10,1991,1981,male,Turkmenistan
1,10,1991,1981,female,Turkmenistan
61,44,1992,1948,male,Turkmenistan
49,30,1992,1962,male,Turkmenistan
60,20,1992,1972,male,Turkmenistan
5,75,1992,1917,female,Turkmenistan
33,20,1992,1972,female,Turkmenistan
14,64,1992,1928,female,Turkmenistan
11,64,1992,1928,male,Turkmenistan
1,75,1992,1917,male,Turkmenistan
16,44,1992,1948,female,Turkmenistan
10,30,1992,1962,female,Turkmenistan
9,10,1992,1982,male,Turkmenistan
2,10,1992,1982,female,Turkmenistan
4,75,1993,1918,male,Turkmenistan
55,44,1993,1949,male,Turkmenistan
23,64,1993,1929,male,Turkmenistan
40,30,1993,1963,male,Turkmenistan
19,64,1993,1929,female,Turkmenistan
46,20,1993,1973,male,Turkmenistan
